step,Cumulative Reward,Episode Length,Policy Loss,Value Loss,Policy/Beta,Entropy,Policy/Epsilon,Policy/Extrinsic Reward,Policy/Extrinsic Value Estimate,Learning Rate
30000,1.3115848302841187,23.121381759643555,0.1012125015258789,0.10525184869766235,0.008541555143892765,1.4198397397994995,0.21664690971374512,1.3115848302841187,0.2399144172668457,0.0001932723680511117
60000,2.9837653636932373,40.00545883178711,0.10017910599708557,0.28933003544807434,0.008107563480734825,1.3904327154159546,0.2107132077217102,2.9837653636932373,0.5983559489250183,0.00018344080308452249
90000,18.72763442993164,202.26315307617188,0.09750273823738098,0.9043867588043213,0.007522904314100742,1.3382911682128906,0.20271949470043182,18.72763442993164,2.0603079795837402,0.00017019604274537414
120000,92.91251373291016,929.5,0.09757740795612335,0.2303253710269928,0.006921335123479366,1.2981210947036743,0.1944946050643921,92.91251373291016,6.606395721435547,0.00015656820323783904
150000,100.00001525878906,999.0,0.10200756043195724,0.037614304572343826,0.0064714751206338406,1.275614857673645,0.18834392726421356,100.00001525878906,9.65322208404541,0.00014637716230936348
180000,97.35163116455078,972.8709716796875,0.09264589846134186,0.04395241290330887,0.006019938737154007,1.2859137058258057,0.1821703463792801,97.35163116455078,11.905844688415527,0.0001361481408821419
210000,100.00001525878906,999.0,0.09739029407501221,0.016666846349835396,0.0054184491746127605,1.2879918813705444,0.1739465296268463,100.00001525878906,13.624448776245117,0.0001225221058120951
240000,96.4096908569336,948.225830078125,0.08239242434501648,0.07312250137329102,0.0048315138556063175,1.292188286781311,0.16592170298099518,96.4096908569336,14.943716049194336,0.00010922578076133505
270000,96.03227233886719,976.6774291992188,0.09571322798728943,0.22861546277999878,0.00422623148187995,1.299355149269104,0.157646045088768,96.03227233886719,15.942054748535156,9.551382390782237e-05
300000,100.00001525878906,999.0,0.09859025478363037,0.018990440294146538,0.003773654345422983,1.3001762628555298,0.15145821869373322,100.00001525878906,16.82638931274414,8.526122837793082e-05
330000,100.00001525878906,999.0,0.09559456259012222,0.011571829207241535,0.0033237941097468138,1.294387936592102,0.1453075408935547,100.00001525878906,17.48114776611328,7.507017289754003e-05
360000,100.00001525878906,999.0,0.09625498205423355,0.00384690728969872,0.002723980462178588,1.291440486907959,0.13710664212703705,100.00001525878906,18.008678436279297,6.148211105028167e-05
390000,100.00001525878906,999.0,0.09568355977535248,0.0033809265587478876,0.002124166814610362,1.2919933795928955,0.1289057582616806,100.00001525878906,18.425065994262695,4.78940419270657e-05
420000,100.00001525878906,999.0,0.09550496935844421,0.0016958728665485978,0.0016743064625188708,1.2836189270019531,0.12275508046150208,100.00001525878906,18.77928924560547,3.770299008465372e-05
450000,100.00001525878906,999.0,0.0958690419793129,0.0016843000194057822,0.0012244462268427014,1.2786023616790771,0.11660440266132355,100.00001525878906,19.029741287231445,2.7511940061231144e-05
480000,100.00001525878906,999.0,0.09643497318029404,0.0014665692579001188,0.0006246325792744756,1.2781766653060913,0.1084035113453865,100.00001525878906,19.228748321533203,1.3923872757004574e-05
