step,Cumulative Reward,Episode Length,Policy Loss,Value Loss,Policy/Beta,Entropy,Policy/Epsilon,Policy/Extrinsic Reward,Policy/Extrinsic Value Estimate,Learning Rate
30000,1.6930102109909058,26.932960510253906,0.06577687710523605,0.16640490293502808,0.008646671660244465,1.4101207256317139,0.27274417877197266,1.6930102109909058,0.3036210834980011,0.00029743180493824184
60000,21.202224731445312,227.8148193359375,0.07140104472637177,0.5482074618339539,0.008124069310724735,1.3568652868270874,0.26229149103164673,21.202224731445312,1.9221811294555664,0.00027943431632593274
90000,96.91614532470703,968.51611328125,0.06948219239711761,0.058597177267074585,0.007566498126834631,1.3076417446136475,0.251139372587204,96.91614532470703,9.491623878479004,0.00026023254031315446
120000,97.7900161743164,977.6333618164062,0.06980271637439728,0.08777231723070145,0.007086990401148796,1.3120088577270508,0.24154862761497498,97.7900161743164,12.94806957244873,0.0002437191578792408
150000,96.90646362304688,968.4193725585938,0.06780784577131271,0.06798612326383591,0.0065317233093082905,1.3068896532058716,0.2304425835609436,96.90646362304688,15.30412769317627,0.0002245967334602028
180000,100.00001525878906,999.0,0.06662967056035995,0.010388203896582127,0.00596868759021163,1.292171597480774,0.21918116509914398,100.00001525878906,16.936452865600586,0.0002052067720796913
210000,96.84840393066406,967.8386840820312,0.06711646169424057,0.0526064895093441,0.005486280657351017,1.2864097356796265,0.20953243970870972,96.84840393066406,17.95989227294922,0.0001885935344034806
240000,93.86251068115234,938.3125,0.06886078417301178,0.04409220442175865,0.004922857973724604,1.2870886325836182,0.1982632726430893,93.86251068115234,18.400310516357422,0.00016919024346861988
270000,100.00001525878906,999.0,0.0723198875784874,0.011797338724136353,0.004359696991741657,1.2896603345870972,0.1869993507862091,100.00001525878906,19.11798667907715,0.00014979597472120076
300000,100.00001525878906,999.0,0.06899993121623993,0.007809501141309738,0.0038774926215410233,1.2845479249954224,0.17735466361045837,100.00001525878906,19.426176071166992,0.00013318970741238445
330000,100.00001525878906,999.0,0.06952786445617676,0.0038757682777941227,0.003314920933917165,1.2866592407226562,0.16610252857208252,100.00001525878906,19.61076545715332,0.0001138157385867089
360000,100.00001525878906,999.0,0.06791313737630844,0.0031391391530632973,0.0027523492462933064,1.284480333328247,0.15485039353370667,100.00001525878906,19.747922897338867,9.444176248507574e-05
390000,100.00001525878906,999.0,0.06769266724586487,0.0031703703571110964,0.0022701448760926723,1.2859320640563965,0.14520572125911713,100.00001525878906,19.8466739654541,7.783550245221704e-05
420000,100.00001525878906,999.0,0.066681407392025,0.003757477505132556,0.0017075733048841357,1.2856897115707397,0.13395358622074127,100.00001525878906,19.897296905517578,5.846152998856269e-05
450000,100.00001525878906,999.0,0.06606832146644592,0.0026493154000490904,0.001145001733675599,1.2872612476348877,0.12270144373178482,100.00001525878906,19.934267044067383,3.908755388692953e-05
480000,100.00001525878906,999.0,0.0672876387834549,0.003039334900677204,0.000662797421682626,1.2861294746398926,0.11305676400661469,100.00001525878906,19.954280853271484,2.248129021609202e-05
