step,Cumulative Reward,Episode Length,Policy Loss,Value Loss,Policy/Beta,Entropy,Policy/Epsilon,Policy/Extrinsic Reward,Policy/Extrinsic Value Estimate,Learning Rate
30000,3.91288685798645,50.64493942260742,0.04424141347408295,1.6804804801940918,0.0015204474329948425,1.406583547592163,0.278199702501297,3.91288685798645,0.607405960559845,0.00014513600035570562
60000,85.56572723388672,857.1714477539062,0.0481063611805439,1.623733401298523,0.0014251943212002516,1.389114260673523,0.2669619023799896,85.56572723388672,15.704766273498535,0.00013598331133835018
90000,98.16130828857422,981.3225708007812,0.049180179834365845,0.47836682200431824,0.0013293501688167453,1.3709731101989746,0.2556544244289398,98.16130828857422,19.16236114501953,0.00012677384074777365
120000,95.30646514892578,952.774169921875,0.047276806086301804,0.4157286286354065,0.0012406795285642147,1.36005437374115,0.245193213224411,95.30646514892578,19.550273895263672,0.00011825365072581917
150000,93.07577514648438,930.757568359375,0.0502278171479702,0.3671926259994507,0.001145020592957735,1.352259635925293,0.233907550573349,93.07577514648438,19.506086349487305,0.00010906196985160932
180000,92.70626068115234,927.09375,0.048497483134269714,0.33078351616859436,0.0010502809891477227,1.3387593030929565,0.222730353474617,92.70626068115234,19.45738983154297,9.995863365475088e-05
210000,100.00001525878906,999.0,0.04674573242664337,0.039009880274534225,0.0009571879054419696,1.333133578300476,0.2117474228143692,100.00001525878906,19.97289276123047,9.101350588025525e-05
240000,99.1966781616211,991.3333129882812,0.04941130056977272,0.1353793889284134,0.000864416710101068,1.3249188661575317,0.20080244541168213,99.1966781616211,19.95520782470703,8.209930820157751e-05
270000,100.00001525878906,999.0,0.048817917704582214,0.01847829669713974,0.0007715025567449629,1.3216983079910278,0.18984061479568481,100.00001525878906,19.980224609375,7.31713735149242e-05
300000,98.59356689453125,985.2903442382812,0.05023552477359772,0.23408852517604828,0.0006789627950638533,1.31875479221344,0.17892295122146606,98.59356689453125,19.928476333618164,6.427940388675779e-05
330000,100.00001525878906,999.0,0.0469069667160511,0.01359625905752182,0.0005864230333827436,1.3182250261306763,0.16800528764724731,100.00001525878906,19.967098236083984,5.5387445172527805e-05
360000,100.00001525878906,999.0,0.04784200340509415,0.011535514146089554,0.0004932230804115534,1.3164018392562866,0.15700973570346832,100.00001525878906,19.983007431030273,4.6432047383859754e-05
390000,100.00001525878906,999.0,0.047993071377277374,0.009640260599553585,0.00040002312744036317,1.3139668703079224,0.14601418375968933,100.00001525878906,20.001548767089844,3.74766495951917e-05
420000,100.00001525878906,999.0,0.047388289123773575,0.007635926362127066,0.00030682317446917295,1.3133115768432617,0.13501863181591034,100.00001525878906,20.00514030456543,2.8521249987534247e-05
450000,100.00001525878906,999.0,0.04599873349070549,0.006329652853310108,0.00021362323604989797,1.311935544013977,0.12402307987213135,100.00001525878906,20.00210952758789,1.9565852198866196e-05
480000,100.00001525878906,999.0,0.047538552433252335,0.0066475155763328075,0.00012042329763062298,1.3120920658111572,0.11302752792835236,100.00001525878906,19.99831199645996,1.0610455319692846e-05
