step,Cumulative Reward,Episode Length,Policy Loss,Value Loss,Policy/Beta,Entropy,Policy/Epsilon,Policy/Extrinsic Reward,Policy/Extrinsic Value Estimate,Learning Rate
30000,1.9309017658233643,29.40081024169922,0.06830154359340668,0.41483229398727417,0.008412664756178856,1.4113467931747437,0.11481274664402008,1.9309017658233643,0.39626774191856384,0.0001398478780174628
60000,21.36492919921875,223.90298461914062,0.06735121458768845,1.3070074319839478,0.007899275049567223,1.374040961265564,0.11390771716833115,21.36492919921875,3.647120714187622,0.00013130340084899217
90000,88.64546966552734,909.0606079101562,0.06717956811189651,0.5739395022392273,0.007393951062113047,1.3601746559143066,0.11301689594984055,88.64546966552734,14.458090782165527,0.00012289316509850323
120000,90.28236389160156,903.441162109375,0.06972234696149826,0.5160161256790161,0.006862916983664036,1.3514702320098877,0.11208075284957886,90.28236389160156,17.510112762451172,0.00011405501572880894
150000,100.00001525878906,999.0,0.06899622082710266,0.03398098051548004,0.0063102091662585735,1.3401981592178345,0.11110641062259674,100.00001525878906,19.010990142822266,0.00010485615348443389
180000,100.00001525878906,999.0,0.0681019127368927,0.013157292269170284,0.0057888757437467575,1.3369476795196533,0.11018736660480499,100.00001525878906,19.599790573120117,9.617946489015594e-05
210000,100.00001525878906,999.0,0.06893422454595566,0.0095053156837821,0.0052675423212349415,1.3324313163757324,0.10926833003759384,100.00001525878906,19.821596145629883,8.750277629587799e-05
240000,96.21292114257812,962.1935424804688,0.06875507533550262,0.25881052017211914,0.004750845953822136,1.3288812637329102,0.10835746675729752,96.21292114257812,19.938377380371094,7.890326378401369e-05
270000,100.00001525878906,999.0,0.07006927579641342,0.019614126533269882,0.00424470379948616,1.321420669555664,0.10746520757675171,100.00001525878906,19.85934829711914,7.047940016491339e-05
300000,100.00001525878906,999.0,0.06718515604734421,0.005717505235224962,0.0037233703769743443,1.3207485675811768,0.10654616355895996,100.00001525878906,19.936052322387695,6.180271157063544e-05
330000,100.00001525878906,999.0,0.06787659227848053,0.0031018678564578295,0.003202037187293172,1.3175013065338135,0.10562712699174881,100.00001525878906,19.98393440246582,5.312602297635749e-05
360000,100.00001525878906,999.0,0.06907320767641068,0.0029152962379157543,0.002680703764781356,1.3123817443847656,0.10470808297395706,100.00001525878906,20.00248908996582,4.444933438207954e-05
390000,99.90668487548828,998.433349609375,0.06676418334245682,0.09132643043994904,0.0021594688296318054,1.307024598121643,0.10378921777009964,99.90668487548828,19.97301483154297,3.5774282878264785e-05
420000,100.00001525878906,999.0,0.06846480071544647,0.004997318610548973,0.0016383324982598424,1.306531310081482,0.10287053138017654,100.00001525878906,19.946186065673828,2.7100870283902623e-05
450000,95.21292114257812,952.1935424804688,0.0698503628373146,0.2269553691148758,0.0011204950278624892,1.3060842752456665,0.10195764899253845,95.21292114257812,19.81748390197754,1.8482363884686492e-05
480000,100.00001525878906,999.0,0.06887909770011902,0.019686665385961533,0.0006035032565705478,1.3019170761108398,0.10104626417160034,100.00001525878906,19.893136978149414,9.877931915980298e-06
