step,Cumulative Reward,Episode Length,Policy Loss,Value Loss,Policy/Beta,Entropy,Policy/Epsilon,Policy/Extrinsic Reward,Policy/Extrinsic Value Estimate,Learning Rate
30000,3.154322862625122,42.90503692626953,0.09778732061386108,1.7837868928909302,0.009474661201238632,1.3836655616760254,0.12319698184728622,3.154322862625122,0.7484040856361389,0.00035569872125051916
60000,69.28372955322266,691.9767456054688,0.09773193299770355,3.2530934810638428,0.008876900188624859,1.3531005382537842,0.12173192948102951,69.28372955322266,14.761872291564941,0.00033323379466310143
90000,94.15313720703125,934.15625,0.098621666431427,1.1993635892868042,0.00830173958092928,1.3412665128707886,0.12032226473093033,94.15313720703125,18.702226638793945,0.0003116182633675635
120000,91.1575927734375,926.5757446289062,0.09774815291166306,1.160436987876892,0.007715471088886261,1.332945466041565,0.11888537555932999,91.1575927734375,19.023731231689453,0.00028958526672795415
150000,84.45429992675781,845.7428588867188,0.09688068181276321,0.9778196215629578,0.007128913886845112,1.3406879901885986,0.11744777858257294,84.45429992675781,18.837514877319336,0.00026754141435958445
180000,99.13001251220703,991.0333251953125,0.09840244054794312,0.5441520810127258,0.006566306576132774,1.337190866470337,0.11606888473033905,99.13001251220703,19.470211029052734,0.00024639765615575016
210000,92.1091079711914,921.4242553710938,0.0982181578874588,0.5229367613792419,0.005954788997769356,1.3351950645446777,0.11457011103630066,92.1091079711914,19.683385848999023,0.00022341572912409902
240000,94.43126678466797,944.0,0.0975460335612297,0.35128363966941833,0.005364114884287119,1.3149652481079102,0.11312242597341537,94.43126678466797,19.533832550048828,0.00020121716079302132
270000,96.90001678466797,968.3666381835938,0.09768480062484741,0.14742296934127808,0.0047862958163022995,1.3011548519134521,0.11170624941587448,96.90001678466797,19.884605407714844,0.00017950170149561018
300000,98.93550109863281,988.7096557617188,0.09892692416906357,0.1875925064086914,0.00421392684802413,1.296290397644043,0.11030342429876328,98.93550109863281,19.920312881469727,0.0001579910604050383
330000,100.00001525878906,999.0,0.09620092809200287,0.007345672696828842,0.00363329378888011,1.2897287607192993,0.10888034850358963,100.00001525878906,19.965967178344727,0.0001361698523396626
360000,97.41291809082031,973.48388671875,0.0992496907711029,0.1830374002456665,0.0030260682106018066,1.2960466146469116,0.1073920950293541,97.41291809082031,19.804092407226562,0.00011334925511619076
390000,98.2466812133789,981.8333129882812,0.09796229749917984,0.2739267349243164,0.0024242617655545473,1.2953599691390991,0.10591712594032288,98.2466812133789,19.856088638305664,9.073230467038229e-05
420000,97.64517974853516,975.8064575195312,0.09817299246788025,0.2781785726547241,0.0018593200948089361,1.28984797000885,0.10453251004219055,97.64517974853516,19.859333038330078,6.950080569367856e-05
450000,96.82904815673828,967.6451416015625,0.09736525267362595,0.10725341737270355,0.001274005277082324,1.2912991046905518,0.10309796035289764,96.82904815673828,19.867374420166016,4.7503643145319074e-05
480000,100.00001525878906,999.0,0.09637224674224854,0.004375784192234278,0.0006887996569275856,1.289023995399475,0.10166367143392563,100.00001525878906,19.99367332458496,2.5510586056043394e-05
